================ Training Loss (Thu Mar  5 14:56:09 2026) ================
[Rank 0] (epoch: 1, iters: 100, time: 0.353, data: 0.226) , G_GAN: 0.787, G_L1: 0.544, G_delta_bg: 0.274, G_delta: 26.153, G_grad: 0.467, G_delta_grad: 0.389, G_lap: 0.818, G_ssim: 1.038, G_stats: 0.056, D_real: 0.096, D_fake: 0.100
[Rank 0] (epoch: 10, iters: 40, time: 0.357, data: 0.006) , G_GAN: 1.034, G_L1: 0.408, G_delta_bg: 0.251, G_delta: 20.198, G_grad: 0.355, G_delta_grad: 0.334, G_lap: 0.646, G_ssim: 0.859, G_stats: 0.037, D_real: 0.061, D_fake: 0.058

[Rank 0] (epoch: 10, iters: 140, time: 0.357, data: 0.005) , G_GAN: 1.009, G_L1: 0.470, G_delta_bg: 0.251, G_delta: 22.390, G_grad: 0.356, G_delta_grad: 0.339, G_lap: 0.727, G_ssim: 0.914, G_stats: 0.057, D_real: 0.004, D_fake: 0.003

[Rank 0] (epoch: 10, iters: 240, time: 1.047, data: 0.005) , G_GAN: 1.055, G_L1: 0.528, G_delta_bg: 0.219, G_delta: 8.025, G_grad: 0.454, G_delta_grad: 0.497, G_lap: 0.690, G_ssim: 1.002, G_stats: 0.120, D_real: 0.010, D_fake: 0.004

[Rank 0] (epoch: 11, iters: 100, time: 0.353, data: 0.319) , G_GAN: 0.992, G_L1: 0.462, G_delta_bg: 0.251, G_delta: 20.096, G_grad: 0.350, G_delta_grad: 0.356, G_lap: 0.645, G_ssim: 0.893, G_stats: 0.026, D_real: 0.004, D_fake: 0.003

[Rank 0] (epoch: 11, iters: 200, time: 0.354, data: 0.004) , G_GAN: 1.058, G_L1: 0.589, G_delta_bg: 0.223, G_delta: 9.019, G_grad: 0.448, G_delta_grad: 0.491, G_lap: 0.644, G_ssim: 0.992, G_stats: 0.130, D_real: 0.037, D_fake: 0.031

[Rank 0] (epoch: 12, iters: 60, time: 0.355, data: 0.004) , G_GAN: 1.007, G_L1: 0.451, G_delta_bg: 0.250, G_delta: 20.032, G_grad: 0.326, G_delta_grad: 0.319, G_lap: 0.627, G_ssim: 0.847, G_stats: 0.016, D_real: 0.006, D_fake: 0.005

[Rank 0] (epoch: 12, iters: 160, time: 1.034, data: 0.005) , G_GAN: 1.021, G_L1: 0.611, G_delta_bg: 0.219, G_delta: 9.450, G_grad: 0.468, G_delta_grad: 0.511, G_lap: 0.688, G_ssim: 1.014, G_stats: 0.146, D_real: 0.006, D_fake: 0.003

[Rank 0] (epoch: 13, iters: 20, time: 0.354, data: 0.004) , G_GAN: 0.975, G_L1: 0.746, G_delta_bg: 0.229, G_delta: 12.366, G_grad: 0.439, G_delta_grad: 0.493, G_lap: 0.648, G_ssim: 1.064, G_stats: 0.183, D_real: 0.017, D_fake: 0.020

[Rank 0] (epoch: 13, iters: 120, time: 0.358, data: 0.004) , G_GAN: 0.959, G_L1: 0.548, G_delta_bg: 0.219, G_delta: 8.280, G_grad: 0.443, G_delta_grad: 0.480, G_lap: 0.604, G_ssim: 0.953, G_stats: 0.124, D_real: 0.015, D_fake: 0.015

[Rank 0] (epoch: 13, iters: 220, time: 0.374, data: 0.005) , G_GAN: 1.021, G_L1: 0.463, G_delta_bg: 0.251, G_delta: 22.046, G_grad: 0.341, G_delta_grad: 0.330, G_lap: 0.641, G_ssim: 0.856, G_stats: 0.049, D_real: 0.009, D_fake: 0.008

[Rank 0] (epoch: 14, iters: 80, time: 0.990, data: 0.005) , G_GAN: 1.062, G_L1: 0.543, G_delta_bg: 0.222, G_delta: 8.284, G_grad: 0.463, G_delta_grad: 0.498, G_lap: 0.683, G_ssim: 0.984, G_stats: 0.152, D_real: 0.013, D_fake: 0.003

[Rank 0] (epoch: 14, iters: 180, time: 0.356, data: 0.005) , G_GAN: 1.037, G_L1: 0.646, G_delta_bg: 0.222, G_delta: 9.425, G_grad: 0.445, G_delta_grad: 0.429, G_lap: 0.643, G_ssim: 0.949, G_stats: 0.115, D_real: 0.021, D_fake: 0.007

[Rank 0] (epoch: 15, iters: 40, time: 0.356, data: 0.006) , G_GAN: 0.995, G_L1: 0.474, G_delta_bg: 0.251, G_delta: 21.145, G_grad: 0.335, G_delta_grad: 0.319, G_lap: 0.636, G_ssim: 0.860, G_stats: 0.046, D_real: 0.002, D_fake: 0.001

[Rank 0] (epoch: 15, iters: 140, time: 0.374, data: 0.004) , G_GAN: 0.980, G_L1: 0.410, G_delta_bg: 0.251, G_delta: 22.416, G_grad: 0.355, G_delta_grad: 0.317, G_lap: 0.689, G_ssim: 0.894, G_stats: 0.024, D_real: 0.008, D_fake: 0.006

[Rank 0] (epoch: 15, iters: 240, time: 0.992, data: 0.004) , G_GAN: 0.945, G_L1: 0.547, G_delta_bg: 0.220, G_delta: 8.464, G_grad: 0.442, G_delta_grad: 0.475, G_lap: 0.659, G_ssim: 0.986, G_stats: 0.080, D_real: 0.017, D_fake: 0.015

[Rank 0] (epoch: 16, iters: 100, time: 0.354, data: 0.250) , G_GAN: 0.989, G_L1: 0.464, G_delta_bg: 0.251, G_delta: 23.141, G_grad: 0.330, G_delta_grad: 0.302, G_lap: 0.682, G_ssim: 0.885, G_stats: 0.039, D_real: 0.017, D_fake: 0.020

[Rank 0] (epoch: 16, iters: 200, time: 0.356, data: 0.004) , G_GAN: 1.010, G_L1: 0.489, G_delta_bg: 0.251, G_delta: 22.263, G_grad: 0.398, G_delta_grad: 0.322, G_lap: 0.739, G_ssim: 0.921, G_stats: 0.027, D_real: 0.010, D_fake: 0.007

[Rank 0] (epoch: 17, iters: 60, time: 0.353, data: 0.004) , G_GAN: 0.981, G_L1: 0.484, G_delta_bg: 0.251, G_delta: 22.462, G_grad: 0.385, G_delta_grad: 0.327, G_lap: 0.767, G_ssim: 0.964, G_stats: 0.008, D_real: 0.018, D_fake: 0.014

[Rank 0] (epoch: 17, iters: 160, time: 1.063, data: 0.005) , G_GAN: 0.984, G_L1: 0.599, G_delta_bg: 0.230, G_delta: 10.331, G_grad: 0.453, G_delta_grad: 0.522, G_lap: 0.675, G_ssim: 1.062, G_stats: 0.141, D_real: 0.018, D_fake: 0.016

[Rank 0] (epoch: 18, iters: 20, time: 0.358, data: 0.005) , G_GAN: 0.997, G_L1: 0.536, G_delta_bg: 0.251, G_delta: 21.055, G_grad: 0.491, G_delta_grad: 0.425, G_lap: 0.983, G_ssim: 0.978, G_stats: 0.078, D_real: 0.033, D_fake: 0.013

[Rank 0] (epoch: 18, iters: 120, time: 0.367, data: 0.006) , G_GAN: 0.967, G_L1: 0.634, G_delta_bg: 0.232, G_delta: 12.913, G_grad: 0.462, G_delta_grad: 0.576, G_lap: 0.577, G_ssim: 0.962, G_stats: 0.164, D_real: 0.007, D_fake: 0.005

[Rank 0] (epoch: 18, iters: 220, time: 0.354, data: 0.005) , G_GAN: 0.990, G_L1: 0.513, G_delta_bg: 0.251, G_delta: 23.008, G_grad: 0.463, G_delta_grad: 0.378, G_lap: 0.814, G_ssim: 0.984, G_stats: 0.031, D_real: 0.011, D_fake: 0.012

[Rank 0] (epoch: 19, iters: 80, time: 1.050, data: 0.006) , G_GAN: 1.024, G_L1: 0.539, G_delta_bg: 0.220, G_delta: 9.022, G_grad: 0.496, G_delta_grad: 0.561, G_lap: 0.711, G_ssim: 0.954, G_stats: 0.117, D_real: 0.004, D_fake: 0.004

[Rank 0] (epoch: 19, iters: 180, time: 0.404, data: 0.004) , G_GAN: 0.748, G_L1: 0.718, G_delta_bg: 0.227, G_delta: 13.502, G_grad: 0.468, G_delta_grad: 0.597, G_lap: 0.670, G_ssim: 1.048, G_stats: 0.189, D_real: 0.205, D_fake: 0.206

[Rank 0] (epoch: 20, iters: 40, time: 0.356, data: 0.004) , G_GAN: 0.991, G_L1: 0.463, G_delta_bg: 0.250, G_delta: 19.935, G_grad: 0.345, G_delta_grad: 0.329, G_lap: 0.626, G_ssim: 0.856, G_stats: 0.022, D_real: 0.006, D_fake: 0.003

[Rank 0] (epoch: 20, iters: 140, time: 0.386, data: 0.006) , G_GAN: 0.953, G_L1: 0.525, G_delta_bg: 0.222, G_delta: 8.305, G_grad: 0.467, G_delta_grad: 0.499, G_lap: 0.668, G_ssim: 1.021, G_stats: 0.079, D_real: 0.009, D_fake: 0.010

[Rank 0] (epoch: 20, iters: 240, time: 1.064, data: 0.004) , G_GAN: 0.976, G_L1: 0.507, G_delta_bg: 0.221, G_delta: 8.385, G_grad: 0.441, G_delta_grad: 0.493, G_lap: 0.611, G_ssim: 0.907, G_stats: 0.102, D_real: 0.018, D_fake: 0.024

[Rank 0] (epoch: 21, iters: 100, time: 0.354, data: 0.273) , G_GAN: 1.014, G_L1: 0.672, G_delta_bg: 0.232, G_delta: 12.539, G_grad: 0.477, G_delta_grad: 0.544, G_lap: 0.617, G_ssim: 1.061, G_stats: 0.143, D_real: 0.003, D_fake: 0.004

[Rank 0] (epoch: 21, iters: 200, time: 0.352, data: 0.004) , G_GAN: 0.998, G_L1: 0.525, G_delta_bg: 0.219, G_delta: 7.972, G_grad: 0.456, G_delta_grad: 0.485, G_lap: 0.678, G_ssim: 0.976, G_stats: 0.133, D_real: 0.002, D_fake: 0.002

================ Training Loss (Thu Mar  5 15:23:44 2026) ================
[Rank 0] (epoch: 1, iters: 100, time: 0.356, data: 0.201) , G_GAN: 0.604, G_L1: 1.301, G_delta_bg: 0.265, G_delta: 21.194, G_grad: 0.501, G_delta_grad: 0.442, G_lap: 1.127, G_ssim: 1.493, G_stats: 0.330, D_real: 0.113, D_fake: 0.123

[Rank 0] (epoch: 1, iters: 200, time: 0.355, data: 0.004) , G_GAN: 0.999, G_L1: 0.442, G_delta_bg: 0.260, G_delta: 22.558, G_grad: 0.345, G_delta_grad: 0.358, G_lap: 0.701, G_ssim: 0.885, G_stats: 0.042, D_real: 0.126, D_fake: 0.118

[Rank 0] (epoch: 2, iters: 60, time: 0.353, data: 0.005) , G_GAN: 1.053, G_L1: 0.403, G_delta_bg: 0.257, G_delta: 25.011, G_grad: 0.281, G_delta_grad: 0.233, G_lap: 0.612, G_ssim: 0.930, G_stats: 0.046, D_real: 0.070, D_fake: 0.054

[Rank 0] (epoch: 2, iters: 160, time: 1.008, data: 0.005) , G_GAN: 0.832, G_L1: 1.096, G_delta_bg: 0.236, G_delta: 19.092, G_grad: 0.414, G_delta_grad: 0.474, G_lap: 1.394, G_ssim: 1.290, G_stats: 0.217, D_real: 0.085, D_fake: 0.033

[Rank 0] (epoch: 3, iters: 20, time: 0.353, data: 0.004) , G_GAN: 0.988, G_L1: 0.530, G_delta_bg: 0.253, G_delta: 23.166, G_grad: 0.360, G_delta_grad: 0.372, G_lap: 0.677, G_ssim: 0.880, G_stats: 0.129, D_real: 0.016, D_fake: 0.013

[Rank 0] (epoch: 3, iters: 120, time: 0.355, data: 0.006) , G_GAN: 1.019, G_L1: 0.446, G_delta_bg: 0.253, G_delta: 24.642, G_grad: 0.270, G_delta_grad: 0.231, G_lap: 0.619, G_ssim: 0.928, G_stats: 0.045, D_real: 0.040, D_fake: 0.016

[Rank 0] (epoch: 3, iters: 220, time: 0.353, data: 0.004) , G_GAN: 1.006, G_L1: 0.709, G_delta_bg: 0.252, G_delta: 25.677, G_grad: 0.448, G_delta_grad: 0.500, G_lap: 0.758, G_ssim: 1.000, G_stats: 0.366, D_real: 0.042, D_fake: 0.037

[Rank 0] (epoch: 4, iters: 80, time: 1.012, data: 0.004) , G_GAN: 0.964, G_L1: 0.834, G_delta_bg: 0.219, G_delta: 12.393, G_grad: 0.449, G_delta_grad: 0.449, G_lap: 0.706, G_ssim: 1.099, G_stats: 0.091, D_real: 0.029, D_fake: 0.021

================ Training Loss (Thu Mar  5 15:29:34 2026) ================
[Rank 0] (epoch: 1, iters: 100, time: 0.352, data: 0.210) , G_GAN: 0.801, G_L1: 0.486, G_delta_bg: 0.273, G_delta: 22.264, G_grad: 0.399, G_delta_grad: 0.362, G_lap: 0.844, G_ssim: 0.973, G_stats: 0.032, D_real: 0.109, D_fake: 0.096

[Rank 0] (epoch: 1, iters: 200, time: 0.352, data: 0.004) , G_GAN: 0.966, G_L1: 0.546, G_delta_bg: 0.258, G_delta: 23.239, G_grad: 0.371, G_delta_grad: 0.413, G_lap: 0.777, G_ssim: 0.912, G_stats: 0.198, D_real: 0.040, D_fake: 0.026

[Rank 0] (epoch: 2, iters: 60, time: 0.354, data: 0.004) , G_GAN: 1.057, G_L1: 0.888, G_delta_bg: 0.223, G_delta: 12.938, G_grad: 0.431, G_delta_grad: 0.435, G_lap: 0.752, G_ssim: 1.120, G_stats: 0.013, D_real: 0.078, D_fake: 0.077

[Rank 0] (epoch: 2, iters: 160, time: 0.990, data: 0.006) , G_GAN: 1.045, G_L1: 0.413, G_delta_bg: 0.253, G_delta: 20.517, G_grad: 0.349, G_delta_grad: 0.337, G_lap: 0.711, G_ssim: 0.866, G_stats: 0.038, D_real: 0.039, D_fake: 0.031

[Rank 0] (epoch: 3, iters: 20, time: 0.386, data: 0.004) , G_GAN: 0.953, G_L1: 0.752, G_delta_bg: 0.225, G_delta: 11.197, G_grad: 0.464, G_delta_grad: 0.480, G_lap: 0.761, G_ssim: 1.095, G_stats: 0.220, D_real: 0.036, D_fake: 0.042

[Rank 0] (epoch: 3, iters: 120, time: 0.356, data: 0.006) , G_GAN: 0.984, G_L1: 0.674, G_delta_bg: 0.252, G_delta: 24.591, G_grad: 0.428, G_delta_grad: 0.434, G_lap: 0.729, G_ssim: 0.949, G_stats: 0.218, D_real: 0.017, D_fake: 0.012

[Rank 0] (epoch: 3, iters: 220, time: 0.351, data: 0.005) , G_GAN: 0.995, G_L1: 0.503, G_delta_bg: 0.251, G_delta: 20.883, G_grad: 0.397, G_delta_grad: 0.372, G_lap: 0.736, G_ssim: 0.869, G_stats: 0.073, D_real: 0.012, D_fake: 0.007

[Rank 0] (epoch: 4, iters: 80, time: 0.991, data: 0.004) , G_GAN: 0.980, G_L1: 0.482, G_delta_bg: 0.252, G_delta: 22.538, G_grad: 0.363, G_delta_grad: 0.359, G_lap: 0.672, G_ssim: 0.863, G_stats: 0.083, D_real: 0.008, D_fake: 0.005

[Rank 0] (epoch: 4, iters: 180, time: 0.353, data: 0.004) , G_GAN: 0.988, G_L1: 0.503, G_delta_bg: 0.252, G_delta: 23.459, G_grad: 0.370, G_delta_grad: 0.370, G_lap: 0.644, G_ssim: 0.905, G_stats: 0.102, D_real: 0.007, D_fake: 0.005

[Rank 0] (epoch: 5, iters: 40, time: 0.353, data: 0.005) , G_GAN: 1.009, G_L1: 0.516, G_delta_bg: 0.251, G_delta: 20.907, G_grad: 0.381, G_delta_grad: 0.341, G_lap: 0.680, G_ssim: 0.883, G_stats: 0.063, D_real: 0.029, D_fake: 0.019

[Rank 0] (epoch: 5, iters: 140, time: 0.352, data: 0.004) , G_GAN: 0.961, G_L1: 0.446, G_delta_bg: 0.252, G_delta: 24.526, G_grad: 0.270, G_delta_grad: 0.233, G_lap: 0.618, G_ssim: 0.928, G_stats: 0.045, D_real: 0.007, D_fake: 0.003

[Rank 0] (epoch: 5, iters: 240, time: 0.997, data: 0.004) , G_GAN: 0.985, G_L1: 0.364, G_delta_bg: 0.252, G_delta: 24.982, G_grad: 0.263, G_delta_grad: 0.201, G_lap: 0.570, G_ssim: 0.824, G_stats: 0.030, D_real: 0.006, D_fake: 0.005

[Rank 0] (epoch: 6, iters: 100, time: 0.358, data: 0.307) , G_GAN: 0.981, G_L1: 0.425, G_delta_bg: 0.252, G_delta: 24.651, G_grad: 0.268, G_delta_grad: 0.226, G_lap: 0.655, G_ssim: 0.953, G_stats: 0.009, D_real: 0.006, D_fake: 0.004

[Rank 0] (epoch: 6, iters: 200, time: 0.381, data: 0.004) , G_GAN: 0.965, G_L1: 0.657, G_delta_bg: 0.221, G_delta: 10.263, G_grad: 0.466, G_delta_grad: 0.500, G_lap: 0.710, G_ssim: 1.158, G_stats: 0.116, D_real: 0.025, D_fake: 0.032

[Rank 0] (epoch: 7, iters: 60, time: 0.382, data: 0.004) , G_GAN: 1.007, G_L1: 0.496, G_delta_bg: 0.251, G_delta: 21.218, G_grad: 0.410, G_delta_grad: 0.350, G_lap: 0.665, G_ssim: 0.931, G_stats: 0.052, D_real: 0.004, D_fake: 0.002

[Rank 0] (epoch: 7, iters: 160, time: 1.004, data: 0.004) , G_GAN: 1.019, G_L1: 0.779, G_delta_bg: 0.223, G_delta: 11.578, G_grad: 0.480, G_delta_grad: 0.509, G_lap: 0.802, G_ssim: 1.144, G_stats: 0.111, D_real: 0.012, D_fake: 0.019

[Rank 0] (epoch: 8, iters: 20, time: 0.354, data: 0.004) , G_GAN: 1.270, G_L1: 0.912, G_delta_bg: 0.228, G_delta: 15.072, G_grad: 0.464, G_delta_grad: 0.534, G_lap: 0.656, G_ssim: 1.142, G_stats: 0.272, D_real: 0.193, D_fake: 0.181

[Rank 0] (epoch: 8, iters: 120, time: 0.375, data: 0.004) , G_GAN: 0.973, G_L1: 0.720, G_delta_bg: 0.220, G_delta: 11.027, G_grad: 0.447, G_delta_grad: 0.476, G_lap: 0.648, G_ssim: 1.119, G_stats: 0.153, D_real: 0.005, D_fake: 0.004

[Rank 0] (epoch: 8, iters: 220, time: 0.355, data: 0.005) , G_GAN: 1.027, G_L1: 0.859, G_delta_bg: 0.220, G_delta: 14.098, G_grad: 0.472, G_delta_grad: 0.527, G_lap: 0.687, G_ssim: 1.074, G_stats: 0.280, D_real: 0.005, D_fake: 0.005

[Rank 0] (epoch: 9, iters: 80, time: 1.004, data: 0.004) , G_GAN: 1.024, G_L1: 0.449, G_delta_bg: 0.251, G_delta: 20.169, G_grad: 0.349, G_delta_grad: 0.345, G_lap: 0.670, G_ssim: 0.822, G_stats: 0.051, D_real: 0.007, D_fake: 0.003

[Rank 0] (epoch: 9, iters: 180, time: 0.356, data: 0.004) , G_GAN: 1.049, G_L1: 0.466, G_delta_bg: 0.252, G_delta: 24.420, G_grad: 0.285, G_delta_grad: 0.239, G_lap: 0.672, G_ssim: 0.993, G_stats: 0.037, D_real: 0.013, D_fake: 0.008

[Rank 0] (epoch: 10, iters: 40, time: 0.353, data: 0.005) , G_GAN: 0.943, G_L1: 0.695, G_delta_bg: 0.223, G_delta: 10.508, G_grad: 0.461, G_delta_grad: 0.497, G_lap: 0.700, G_ssim: 1.037, G_stats: 0.139, D_real: 0.018, D_fake: 0.023

[Rank 0] (epoch: 10, iters: 140, time: 0.395, data: 0.005) , G_GAN: 1.003, G_L1: 0.402, G_delta_bg: 0.252, G_delta: 24.440, G_grad: 0.281, G_delta_grad: 0.243, G_lap: 0.612, G_ssim: 0.931, G_stats: 0.047, D_real: 0.006, D_fake: 0.005

[Rank 0] (epoch: 10, iters: 240, time: 1.090, data: 0.006) , G_GAN: 0.980, G_L1: 0.389, G_delta_bg: 0.252, G_delta: 24.666, G_grad: 0.269, G_delta_grad: 0.219, G_lap: 0.608, G_ssim: 0.909, G_stats: 0.032, D_real: 0.009, D_fake: 0.007

[Rank 0] (epoch: 11, iters: 100, time: 0.356, data: 0.285) , G_GAN: 0.996, G_L1: 0.612, G_delta_bg: 0.223, G_delta: 9.298, G_grad: 0.492, G_delta_grad: 0.519, G_lap: 0.701, G_ssim: 1.117, G_stats: 0.124, D_real: 0.003, D_fake: 0.002

[Rank 0] (epoch: 11, iters: 200, time: 0.361, data: 0.004) , G_GAN: 1.016, G_L1: 0.465, G_delta_bg: 0.251, G_delta: 22.081, G_grad: 0.364, G_delta_grad: 0.342, G_lap: 0.661, G_ssim: 0.873, G_stats: 0.033, D_real: 0.002, D_fake: 0.003

[Rank 0] (epoch: 12, iters: 60, time: 0.361, data: 0.004) , G_GAN: 1.123, G_L1: 0.466, G_delta_bg: 0.251, G_delta: 20.008, G_grad: 0.349, G_delta_grad: 0.347, G_lap: 0.649, G_ssim: 0.838, G_stats: 0.019, D_real: 0.095, D_fake: 0.092

[Rank 0] (epoch: 12, iters: 160, time: 1.092, data: 0.004) , G_GAN: 1.095, G_L1: 0.652, G_delta_bg: 0.222, G_delta: 10.198, G_grad: 0.466, G_delta_grad: 0.476, G_lap: 0.678, G_ssim: 1.088, G_stats: 0.158, D_real: 0.030, D_fake: 0.027

[Rank 0] (epoch: 13, iters: 20, time: 0.371, data: 0.004) , G_GAN: 1.002, G_L1: 0.447, G_delta_bg: 0.252, G_delta: 24.113, G_grad: 0.283, G_delta_grad: 0.254, G_lap: 0.616, G_ssim: 0.946, G_stats: 0.060, D_real: 0.008, D_fake: 0.005

[Rank 0] (epoch: 13, iters: 120, time: 0.357, data: 0.004) , G_GAN: 1.002, G_L1: 0.611, G_delta_bg: 0.239, G_delta: 11.634, G_grad: 0.440, G_delta_grad: 0.420, G_lap: 0.652, G_ssim: 1.051, G_stats: 0.087, D_real: 0.009, D_fake: 0.008

[Rank 0] (epoch: 13, iters: 220, time: 0.352, data: 0.005) , G_GAN: 1.008, G_L1: 0.503, G_delta_bg: 0.251, G_delta: 22.586, G_grad: 0.394, G_delta_grad: 0.381, G_lap: 0.678, G_ssim: 0.871, G_stats: 0.137, D_real: 0.002, D_fake: 0.002

