================ Training Loss (Fri Mar 20 17:01:36 2026) ================
[Rank 0] (epoch: 1, iters: 100, time: 0.490, data: 0.527) , G_GAN: 0.900, G_L1: 7.321, G_grad: 1.579, G_lap: 3.647, G_ssim: 2.494, G_stats: 0.286, D_real: 0.194, D_fake: 0.249

[Rank 0] (epoch: 2, iters: 27, time: 0.527, data: 0.007) , G_GAN: 0.831, G_L1: 7.223, G_grad: 0.640, G_lap: 1.411, G_ssim: 1.518, G_stats: 0.317, D_real: 0.075, D_fake: 0.109

[Rank 0] (epoch: 2, iters: 127, time: 0.487, data: 0.006) , G_GAN: 0.917, G_L1: 3.444, G_grad: 0.578, G_lap: 1.236, G_ssim: 1.212, G_stats: 0.022, D_real: 0.070, D_fake: 0.086

[Rank 0] (epoch: 3, iters: 54, time: 0.795, data: 0.007) , G_GAN: 0.978, G_L1: 5.201, G_grad: 0.539, G_lap: 0.966, G_ssim: 1.122, G_stats: 0.116, D_real: 0.077, D_fake: 0.046

[Rank 0] (epoch: 3, iters: 154, time: 0.487, data: 0.007) , G_GAN: 1.006, G_L1: 3.010, G_grad: 0.543, G_lap: 0.951, G_ssim: 1.004, G_stats: 0.152, D_real: 0.040, D_fake: 0.034

[Rank 0] (epoch: 4, iters: 81, time: 0.485, data: 0.007) , G_GAN: 0.840, G_L1: 6.371, G_grad: 0.699, G_lap: 1.206, G_ssim: 1.218, G_stats: 0.151, D_real: 0.036, D_fake: 0.040

[Rank 0] (epoch: 5, iters: 8, time: 0.488, data: 0.007) , G_GAN: 0.847, G_L1: 6.177, G_grad: 0.675, G_lap: 1.110, G_ssim: 1.120, G_stats: 0.221, D_real: 0.040, D_fake: 0.038

[Rank 0] (epoch: 5, iters: 108, time: 0.824, data: 0.007) , G_GAN: 1.100, G_L1: 6.883, G_grad: 0.507, G_lap: 0.733, G_ssim: 0.977, G_stats: 0.318, D_real: 0.033, D_fake: 0.023

[Rank 0] (epoch: 6, iters: 35, time: 0.491, data: 0.007) , G_GAN: 1.056, G_L1: 3.989, G_grad: 0.497, G_lap: 0.704, G_ssim: 0.825, G_stats: 0.248, D_real: 0.019, D_fake: 0.013

================ Training Loss (Fri Mar 20 17:10:17 2026) ================
[Rank 0] (epoch: 1, iters: 100, time: 0.498, data: 0.511) , G_GAN: 0.856, G_L1: 0.983, G_grad: 0.227, G_lap: 0.264, G_ssim: 0.349, G_stats: 0.016, D_real: 0.023, D_fake: 0.127

[Rank 0] (epoch: 2, iters: 27, time: 0.487, data: 0.006) , G_GAN: 0.712, G_L1: 1.014, G_grad: 0.212, G_lap: 0.244, G_ssim: 0.335, G_stats: 0.006, D_real: 0.046, D_fake: 0.082

[Rank 0] (epoch: 2, iters: 127, time: 0.488, data: 0.006) , G_GAN: 0.622, G_L1: 0.808, G_grad: 0.222, G_lap: 0.257, G_ssim: 0.343, G_stats: 0.004, D_real: 0.072, D_fake: 0.153

[Rank 0] (epoch: 3, iters: 54, time: 0.670, data: 0.006) , G_GAN: 0.677, G_L1: 0.944, G_grad: 0.204, G_lap: 0.237, G_ssim: 0.285, G_stats: 0.011, D_real: 0.072, D_fake: 0.027

[Rank 0] (epoch: 3, iters: 154, time: 0.487, data: 0.006) , G_GAN: 0.442, G_L1: 0.853, G_grad: 0.235, G_lap: 0.279, G_ssim: 0.461, G_stats: 0.004, D_real: 0.188, D_fake: 0.036

[Rank 0] (epoch: 4, iters: 81, time: 0.486, data: 0.006) , G_GAN: 0.836, G_L1: 0.838, G_grad: 0.224, G_lap: 0.269, G_ssim: 0.438, G_stats: 0.009, D_real: 0.026, D_fake: 0.366

[Rank 0] (epoch: 5, iters: 8, time: 0.490, data: 0.007) , G_GAN: 0.939, G_L1: 1.047, G_grad: 0.232, G_lap: 0.250, G_ssim: 0.367, G_stats: 0.003, D_real: 0.004, D_fake: 0.012

[Rank 0] (epoch: 5, iters: 108, time: 0.662, data: 0.006) , G_GAN: 0.920, G_L1: 1.034, G_grad: 0.217, G_lap: 0.233, G_ssim: 0.321, G_stats: 0.019, D_real: 0.008, D_fake: 0.033

[Rank 0] (epoch: 6, iters: 35, time: 0.487, data: 0.007) , G_GAN: 0.880, G_L1: 0.823, G_grad: 0.227, G_lap: 0.257, G_ssim: 0.342, G_stats: 0.005, D_real: 0.006, D_fake: 0.247

[Rank 0] (epoch: 6, iters: 135, time: 0.487, data: 0.007) , G_GAN: 0.979, G_L1: 1.172, G_grad: 0.233, G_lap: 0.265, G_ssim: 0.488, G_stats: 0.003, D_real: 0.010, D_fake: 0.007

[Rank 0] (epoch: 7, iters: 62, time: 0.486, data: 0.006) , G_GAN: 0.759, G_L1: 0.709, G_grad: 0.197, G_lap: 0.229, G_ssim: 0.245, G_stats: 0.003, D_real: 0.010, D_fake: 0.239

[Rank 0] (epoch: 7, iters: 162, time: 0.666, data: 0.007) , G_GAN: 0.996, G_L1: 1.182, G_grad: 0.232, G_lap: 0.274, G_ssim: 0.520, G_stats: 0.019, D_real: 0.031, D_fake: 0.152

[Rank 0] (epoch: 8, iters: 89, time: 0.487, data: 0.010) , G_GAN: 0.684, G_L1: 0.854, G_grad: 0.225, G_lap: 0.272, G_ssim: 0.443, G_stats: 0.002, D_real: 0.020, D_fake: 0.477

[Rank 0] (epoch: 9, iters: 16, time: 0.487, data: 0.007) , G_GAN: 0.549, G_L1: 0.783, G_grad: 0.214, G_lap: 0.242, G_ssim: 0.311, G_stats: 0.007, D_real: 0.148, D_fake: 0.054

[Rank 0] (epoch: 9, iters: 116, time: 0.485, data: 0.006) , G_GAN: 0.975, G_L1: 1.057, G_grad: 0.238, G_lap: 0.274, G_ssim: 0.453, G_stats: 0.009, D_real: 0.007, D_fake: 0.016

[Rank 0] (epoch: 10, iters: 43, time: 0.681, data: 0.006) , G_GAN: 0.906, G_L1: 1.146, G_grad: 0.226, G_lap: 0.267, G_ssim: 0.471, G_stats: 0.013, D_real: 0.008, D_fake: 0.059

[Rank 0] (epoch: 10, iters: 143, time: 0.486, data: 0.007) , G_GAN: 1.009, G_L1: 1.212, G_grad: 0.240, G_lap: 0.271, G_ssim: 0.486, G_stats: 0.012, D_real: 0.020, D_fake: 0.054

[Rank 0] (epoch: 11, iters: 70, time: 0.487, data: 0.008) , G_GAN: 0.572, G_L1: 0.900, G_grad: 0.249, G_lap: 0.274, G_ssim: 0.434, G_stats: 0.009, D_real: 0.112, D_fake: 0.027

[Rank 0] (epoch: 11, iters: 170, time: 0.487, data: 0.007) , G_GAN: 0.853, G_L1: 0.795, G_grad: 0.204, G_lap: 0.238, G_ssim: 0.304, G_stats: 0.010, D_real: 0.011, D_fake: 0.091

[Rank 0] (epoch: 12, iters: 97, time: 0.686, data: 0.006) , G_GAN: 0.900, G_L1: 1.149, G_grad: 0.247, G_lap: 0.273, G_ssim: 0.510, G_stats: 0.019, D_real: 0.014, D_fake: 0.009

[Rank 0] (epoch: 13, iters: 24, time: 0.487, data: 0.006) , G_GAN: 0.620, G_L1: 0.900, G_grad: 0.207, G_lap: 0.236, G_ssim: 0.236, G_stats: 0.012, D_real: 0.128, D_fake: 0.009

[Rank 0] (epoch: 13, iters: 124, time: 0.486, data: 0.007) , G_GAN: 1.004, G_L1: 1.134, G_grad: 0.231, G_lap: 0.261, G_ssim: 0.485, G_stats: 0.012, D_real: 0.031, D_fake: 0.026

[Rank 0] (epoch: 14, iters: 51, time: 0.486, data: 0.007) , G_GAN: 0.925, G_L1: 1.088, G_grad: 0.216, G_lap: 0.240, G_ssim: 0.344, G_stats: 0.028, D_real: 0.012, D_fake: 0.013

[Rank 0] (epoch: 14, iters: 151, time: 0.673, data: 0.007) , G_GAN: 0.831, G_L1: 1.019, G_grad: 0.202, G_lap: 0.233, G_ssim: 0.325, G_stats: 0.025, D_real: 0.018, D_fake: 0.009

[Rank 0] (epoch: 15, iters: 78, time: 0.485, data: 0.007) , G_GAN: 0.536, G_L1: 0.853, G_grad: 0.241, G_lap: 0.265, G_ssim: 0.361, G_stats: 0.007, D_real: 0.110, D_fake: 0.019

[Rank 0] (epoch: 16, iters: 5, time: 0.507, data: 0.006) , G_GAN: 1.029, G_L1: 1.363, G_grad: 0.301, G_lap: 0.301, G_ssim: 0.562, G_stats: 0.005, D_real: 0.030, D_fake: 0.017

[Rank 0] (epoch: 16, iters: 105, time: 0.486, data: 0.006) , G_GAN: 0.961, G_L1: 0.968, G_grad: 0.211, G_lap: 0.236, G_ssim: 0.328, G_stats: 0.005, D_real: 0.011, D_fake: 0.204

[Rank 0] (epoch: 17, iters: 32, time: 0.677, data: 0.007) , G_GAN: 0.645, G_L1: 0.968, G_grad: 0.212, G_lap: 0.238, G_ssim: 0.318, G_stats: 0.019, D_real: 0.057, D_fake: 0.105

[Rank 0] (epoch: 17, iters: 132, time: 0.485, data: 0.007) , G_GAN: 0.555, G_L1: 0.795, G_grad: 0.207, G_lap: 0.234, G_ssim: 0.286, G_stats: 0.013, D_real: 0.071, D_fake: 0.108

[Rank 0] (epoch: 18, iters: 59, time: 0.486, data: 0.007) , G_GAN: 0.725, G_L1: 1.126, G_grad: 0.241, G_lap: 0.256, G_ssim: 0.416, G_stats: 0.014, D_real: 0.024, D_fake: 0.060

[Rank 0] (epoch: 18, iters: 159, time: 0.485, data: 0.007) , G_GAN: 0.932, G_L1: 1.246, G_grad: 0.256, G_lap: 0.275, G_ssim: 0.498, G_stats: 0.013, D_real: 0.015, D_fake: 0.008

[Rank 0] (epoch: 19, iters: 86, time: 0.682, data: 0.006) , G_GAN: 0.991, G_L1: 1.241, G_grad: 0.246, G_lap: 0.274, G_ssim: 0.546, G_stats: 0.012, D_real: 0.009, D_fake: 0.011

[Rank 0] (epoch: 20, iters: 13, time: 0.485, data: 0.007) , G_GAN: 0.413, G_L1: 0.852, G_grad: 0.237, G_lap: 0.271, G_ssim: 0.431, G_stats: 0.008, D_real: 0.218, D_fake: 0.032

[Rank 0] (epoch: 20, iters: 113, time: 0.487, data: 0.006) , G_GAN: 1.020, G_L1: 1.135, G_grad: 0.228, G_lap: 0.270, G_ssim: 0.497, G_stats: 0.008, D_real: 0.007, D_fake: 0.015

[Rank 0] (epoch: 21, iters: 40, time: 0.487, data: 0.006) , G_GAN: 0.907, G_L1: 0.991, G_grad: 0.210, G_lap: 0.236, G_ssim: 0.336, G_stats: 0.008, D_real: 0.004, D_fake: 0.032

[Rank 0] (epoch: 21, iters: 140, time: 0.683, data: 0.006) , G_GAN: 0.423, G_L1: 0.880, G_grad: 0.239, G_lap: 0.275, G_ssim: 0.429, G_stats: 0.007, D_real: 0.221, D_fake: 0.041

[Rank 0] (epoch: 22, iters: 67, time: 0.485, data: 0.007) , G_GAN: 0.976, G_L1: 1.272, G_grad: 0.246, G_lap: 0.279, G_ssim: 0.557, G_stats: 0.004, D_real: 0.023, D_fake: 0.006

[Rank 0] (epoch: 22, iters: 167, time: 0.486, data: 0.006) , G_GAN: 1.040, G_L1: 1.027, G_grad: 0.221, G_lap: 0.243, G_ssim: 0.345, G_stats: 0.027, D_real: 0.030, D_fake: 0.029

[Rank 0] (epoch: 23, iters: 94, time: 0.484, data: 0.006) , G_GAN: 0.858, G_L1: 0.788, G_grad: 0.224, G_lap: 0.260, G_ssim: 0.392, G_stats: 0.007, D_real: 0.007, D_fake: 0.184

[Rank 0] (epoch: 24, iters: 21, time: 0.679, data: 0.007) , G_GAN: 0.882, G_L1: 1.005, G_grad: 0.212, G_lap: 0.239, G_ssim: 0.347, G_stats: 0.014, D_real: 0.011, D_fake: 0.045

[Rank 0] (epoch: 24, iters: 121, time: 0.483, data: 0.006) , G_GAN: 0.569, G_L1: 0.968, G_grad: 0.212, G_lap: 0.239, G_ssim: 0.321, G_stats: 0.012, D_real: 0.271, D_fake: 0.023

[Rank 0] (epoch: 25, iters: 48, time: 0.485, data: 0.008) , G_GAN: 0.509, G_L1: 0.745, G_grad: 0.207, G_lap: 0.237, G_ssim: 0.268, G_stats: 0.008, D_real: 0.182, D_fake: 0.080

